Catalyst,Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,Ni Dispersion,Modifier Electronegativity,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,Paper no.
Ni0.025Al1O2-δ ,0.1500,650.0000,2.3000,100.0000,3.6000,0.1100,105.2000,795.7000,6.5000,12.2000,0.0000,36000.0000,69.2600,82.4000,0.8810,2021-75
Ni0.05Al1O2-δ,0.1500,650.0000,4.5000,50.0000,3.3000,0.1300,111.6000,796.4000,11.5000,10.1000,0.0000,36000.0000,64.3000,76.6000,0.8440,2021-75
Ni0.05Al1O2-δ,0.1500,650.0000,4.5000,100.0000,3.3000,0.1300,111.6000,796.4000,11.5000,10.1000,0.0000,36000.0000,62.7000,74.2000,0.8320,2021-75
Ni@HSS,0.2500,800.0000,3.7000,24.0000,5.4250,0.3030,142.0000,430.0000,23.0000,,0.0000,240000.0000,82.5000,86.3000,0.9000,2021-76
Ni@HSS,0.2500,800.0000,3.7000,48.0000,5.4250,0.3030,142.0000,430.0000,23.0000,,0.0000,240000.0000,78.0000,85.0000,0.9000,2021-76
Ni@HSS,0.2500,800.0000,3.7000,72.0000,5.4250,0.3030,142.0000,430.0000,23.0000,,0.0000,240000.0000,74.4000,82.5000,0.8900,2021-76
2Ni@1Mo-HSS,0.2500,800.0000,2.5000,24.0000,12.5000,0.4400,141.0000,491.0000,16.0000,,2.1600,240000.0000,93.0000,92.5000,0.7800,2021-76
2Ni@1Mo-HSS,0.2500,800.0000,2.5000,48.0000,12.5000,0.4400,141.0000,491.0000,16.0000,,2.1600,240000.0000,92.5000,92.2000,0.6400,2021-76
2Ni@1Mo-HSS,0.2500,800.0000,2.5000,72.0000,12.5000,0.4400,141.0000,491.0000,16.0000,,2.1600,240000.0000,91.9000,92.2000,0.4900,2021-76
Ni-PS@CeO2,0.5000,600.0000,3.8100,10.0000,15.2000,0.1200,31.5200,400.0000,4.0000,1.2000,1.1200,200000.0000,9.4730,14.6960,0.4800,2021-78
Ni-PS@Ce0.95Zr0.05O2 ,0.5000,600.0000,3.3200,10.0000,14.7000,0.0920,26.4300,385.0000,3.8000,0.7000,1.1310,200000.0000,16.1530,20.3920,0.5900,2021-78
Ni-PS@Ce0.9Zr0.1O2,0.5000,600.0000,3.4700,10.0000,16.8000,0.0980,29.6700,382.0000,3.7000,0.7000,1.1410,200000.0000,15.9030,19.1210,0.5800,2021-78
Ni-PS@Ce0.8Zr0.2O2,0.5000,600.0000,3.4700,10.0000,12.7000,0.0820,34.7700,385.0000,3.9000,1.1000,1.1620,200000.0000,11.1000,14.9700,0.5300,2021-78
Ni-PS@CeO2,0.5000,600.0000,3.8100,20.0000,15.2000,0.1200,31.5200,400.0000,4.0000,1.2000,1.1200,200000.0000,9.5760,15.1570,0.4800,2021-78
Ni-PS@Ce0.95Zr0.05O2 ,0.5000,600.0000,3.3200,20.0000,14.7000,0.0920,26.4300,385.0000,3.8000,0.7000,1.1310,200000.0000,15.4390,19.9900,0.5900,2021-78
Ni-PS@Ce0.9Zr0.1O2,0.5000,600.0000,3.4700,20.0000,16.8000,0.0980,29.6700,382.0000,3.7000,0.7000,1.1410,200000.0000,15.5300,19.5870,0.5800,2021-78
Ni-PS@Ce0.8Zr0.2O2,0.5000,600.0000,3.4700,20.0000,12.7000,0.0820,34.7700,385.0000,3.9000,1.1000,1.1620,200000.0000,11.1000,14.9700,0.5300,2021-78
Ni-PS@Ce0.9Zr0.1O2,0.5000,600.0000,3.4700,20.0000,16.8000,0.0980,29.6700,382.0000,3.7000,0.7000,1.1410,200000.0000,15.5300,19.5870,0.5800,2021-78
Ni/SBA-16-MgO,0.5000,500.0000,10.0000,1.0000,3.1000,0.1700,230.5000,388.6000,19.7000,4.9000,0.0000,12000.0000,9.9300,17.2000,0.5000,2021-85
Y–Ni/SBA-16-MgO,0.5000,500.0000,10.0000,1.0000,2.8000,0.1100,169.1100,395.4000,11.5000,8.4000,1.2200,12000.0000,14.9000,25.4780,0.6000,2021-85
Ce–Ni/SBA-16-MgO,0.5000,500.0000,10.0000,1.0000,2.5000,0.0900,148.1100,390.0000,13.8000,7.0000,1.1200,12000.0000,13.2000,22.2930,0.6000,2021-85
La–Ni/SBA-16-MgO,0.5000,550.0000,10.0000,1.0000,2.8000,0.0700,118.2000,390.0000,23.0000,4.2000,1.1000,12000.0000,11.6000,3.1850,0.2500,2021-85
Ni/SBA-16-MgO,0.5000,550.0000,10.0000,1.0000,3.1000,0.1700,230.5000,388.6000,19.7000,4.9000,0.0000,12000.0000,17.7000,26.1150,0.5500,2021-85
Y–Ni/SBA-16-MgO,0.5000,550.0000,10.0000,1.0000,2.8000,0.1100,169.1100,395.4000,11.5000,8.4000,1.2200,12000.0000,25.4000,38.2170,0.6700,2021-85
Ce–Ni/SBA-16-MgO,0.5000,550.0000,10.0000,1.0000,2.5000,0.0900,148.1100,390.0000,13.8000,7.0000,1.1200,12000.0000,19.8600,31.2100,0.6200,2021-85
La–Ni/SBA-16-MgO,0.5000,600.0000,10.0000,1.0000,2.8000,0.0700,118.2000,390.0000,23.0000,4.2000,1.1000,12000.0000,13.2400,24.8410,0.4100,2021-85
Ni/SBA-16-MgO,0.5000,600.0000,10.0000,1.0000,3.1000,0.1700,230.5000,388.6000,19.7000,4.9000,0.0000,12000.0000,27.0300,38.8540,0.6730,2021-85
Y–Ni/SBA-16-MgO,0.5000,600.0000,10.0000,1.0000,2.8000,0.1100,169.1100,395.4000,11.5000,8.4000,1.2200,12000.0000,40.8000,53.5000,0.7520,2021-85
Ce–Ni/SBA-16-MgO,0.5000,600.0000,10.0000,1.0000,2.5000,0.0900,148.1100,390.0000,13.8000,7.0000,1.1200,12000.0000,32.0000,45.2230,0.7000,2021-85
La–Ni/SBA-16-MgO,0.5000,650.0000,10.0000,1.0000,2.8000,0.0700,118.2000,390.0000,23.0000,4.2000,1.1000,12000.0000,14.3450,30.5730,0.4380,2021-85
Ni/SBA-16-MgO,0.5000,650.0000,10.0000,1.0000,3.1000,0.1700,230.5000,388.6000,19.7000,4.9000,0.0000,12000.0000,43.0300,54.1400,0.7520,2021-85
Y–Ni/SBA-16-MgO,0.5000,650.0000,10.0000,1.0000,2.8000,0.1100,169.1100,395.4000,11.5000,8.4000,1.2200,12000.0000,56.8280,68.7900,0.8370,2021-85
Ce–Ni/SBA-16-MgO,0.5000,650.0000,10.0000,1.0000,2.5000,0.0900,148.1100,390.0000,13.8000,7.0000,1.1200,12000.0000,46.8970,59.8730,0.8000,2021-85
La–Ni/SBA-16-MgO,0.5000,700.0000,10.0000,1.0000,2.8000,0.0700,118.2000,390.0000,23.0000,4.2000,1.1000,12000.0000,29.7930,47.7700,0.6400,2021-85
Ni/SBA-16-MgO,0.5000,700.0000,10.0000,1.0000,3.1000,0.1700,230.5000,388.6000,19.7000,4.9000,0.0000,12000.0000,58.4830,70.0000,0.8300,2021-85
Y–Ni/SBA-16-MgO,0.5000,700.0000,10.0000,1.0000,2.8000,0.1100,169.1100,395.4000,11.5000,8.4000,1.2200,12000.0000,72.2760,84.0760,0.9000,2021-85
Ce–Ni/SBA-16-MgO,0.5000,700.0000,10.0000,1.0000,2.5000,0.0900,148.1100,390.0000,13.8000,7.0000,1.1200,12000.0000,64.0000,75.5220,0.8300,2021-85
Ni-MgAl,0.2500,750.0000,23.1000,20.0000,8.0000,0.4900,171.0000,751.0000,12.8300,13.3000,0.0000,96000.0000,84.8000,87.3000,0.8570,2021-87
Ni10-V-MgAl,0.2500,750.0000,18.2000,20.0000,8.2000,0.4700,172.0000,710.0000,6.6000,16.3000,1.6300,96000.0000,90.1000,93.1000,0.9180,2021-87
Ni-MgAl,0.2500,750.0000,23.1000,40.0000,8.0000,0.4900,171.0000,751.0000,12.8300,13.3000,0.0000,96000.0000,83.7000,86.7000,0.8270,2021-87
Ni10-V-MgAl,0.2500,750.0000,18.2000,40.0000,8.2000,0.4700,172.0000,710.0000,6.6000,16.3000,1.6300,96000.0000,89.5000,93.1000,0.9180,2021-87
Ni-MgAl,0.2500,750.0000,23.1000,60.0000,8.0000,0.4900,171.0000,751.0000,12.8300,13.3000,0.0000,96000.0000,80.8000,85.0000,0.8160,2021-87
Ni10-V-MgAl,0.2500,750.0000,18.2000,60.0000,8.2000,0.4700,172.0000,710.0000,6.6000,16.3000,1.6300,96000.0000,88.3700,93.1000,0.9200,2021-87
Ni10-V-MgAl,0.2500,800.0000,18.2000,40.0000,8.2000,0.4700,172.0000,710.0000,6.6000,16.3000,1.6300,192000.0000,84.4000,89.9000,0.9300,2021-87
Ni10-V-MgAl,0.2500,800.0000,18.2000,80.0000,8.2000,0.4700,172.0000,710.0000,6.6000,16.3000,1.6300,192000.0000,84.0000,88.4400,0.9250,2021-87
1Zr/5Ni/SBA-15,0.3330,800.0000,5.0000,5.0000,6.1000,0.4110,240.0000,750.0000,20.9000,,1.3300,15000.0000,87.5000,73.5000,0.4340,2021-91
3Zr/5Ni/SBA-15,0.3330,800.0000,5.0000,5.0000,6.2000,0.3780,216.0000,750.0000,34.7000,,1.3300,15000.0000,60.3000,55.2000,0.2060,2021-91
5% Ni/CeO2 eMgO,0.3330,400.0000,5.0000,5.0000,30.1000,0.2400,45.2000,770.0000,27.5000,,0.0000,36000.0000,2.4000,0.5100,0.1650,2021-92
10% Ni/CeO2 eMgO,0.3330,400.0000,10.0000,5.0000,31.9000,0.2500,35.6000,758.0000,26.5000,,0.0000,36000.0000,4.3000,4.0600,0.3120,2021-92
15% Ni/CeO2 eMgO,0.3330,400.0000,15.0000,5.0000,25.3000,0.2200,35.3000,748.0000,26.4000,,0.0000,36000.0000,5.3000,9.6540,0.4540,2021-92
20% Ni/CeO2 eMgO,0.3330,400.0000,20.0000,5.0000,25.1000,0.1600,30.3000,745.0000,26.9000,,0.0000,36000.0000,7.6000,8.1200,0.4540,2021-92
5% Ni/CeO2 eMgO,0.3330,500.0000,5.0000,5.0000,30.1000,0.2400,45.2000,770.0000,27.5000,,0.0000,36000.0000,8.1000,11.6750,0.3640,2021-92
10% Ni/CeO2 eMgO,0.3330,500.0000,10.0000,5.0000,31.9000,0.2500,35.6000,758.0000,26.5000,,0.0000,36000.0000,13.3000,15.2280,0.5430,2021-92
15% Ni/CeO2 eMgO,0.3330,500.0000,15.0000,5.0000,25.3000,0.2200,35.3000,748.0000,26.4000,,0.0000,36000.0000,13.3000,18.7820,0.5670,2021-92
20% Ni/CeO2 eMgO,0.3330,500.0000,20.0000,5.0000,25.1000,0.1600,30.3000,745.0000,26.9000,,0.0000,36000.0000,22.8570,23.3500,0.8360,2021-92
5% Ni/CeO2 eMgO,0.3330,600.0000,5.0000,5.0000,30.1000,0.2400,45.2000,770.0000,27.5000,,0.0000,36000.0000,26.6700,37.0560,0.5200,2021-92
10% Ni/CeO2 eMgO,0.3330,600.0000,10.0000,5.0000,31.9000,0.2500,35.6000,758.0000,26.5000,,0.0000,36000.0000,32.8570,40.6100,0.6330,2021-92
15% Ni/CeO2 eMgO,0.3330,600.0000,15.0000,5.0000,25.3000,0.2200,35.3000,748.0000,26.4000,,0.0000,36000.0000,51.9000,57.4000,0.8500,2021-92
20% Ni/CeO2 eMgO,0.3330,600.0000,20.0000,5.0000,25.1000,0.1600,30.3000,745.0000,26.9000,,0.0000,36000.0000,53.8100,57.3000,0.8500,2021-92
5% Ni/CeO2 eMgO,0.3330,700.0000,5.0000,5.0000,30.1000,0.2400,45.2000,770.0000,27.5000,,0.0000,36000.0000,43.8100,61.4000,0.6900,2021-92
10% Ni/CeO2 eMgO,0.3330,700.0000,10.0000,5.0000,31.9000,0.2500,35.6000,758.0000,26.5000,,0.0000,36000.0000,62.8570,67.5000,0.9300,2021-92
15% Ni/CeO2 eMgO,0.3330,700.0000,15.0000,5.0000,25.3000,0.2200,35.3000,748.0000,26.4000,,0.0000,36000.0000,65.2380,72.6000,0.9000,2021-92
20% Ni/CeO2 eMgO,0.3330,700.0000,20.0000,5.0000,25.1000,0.1600,30.3000,745.0000,26.9000,,0.0000,36000.0000,71.4300,64.5000,1.1570,2021-92
5% Ni/CeO2 eMgO,0.3330,800.0000,5.0000,5.0000,30.1000,0.2400,45.2000,770.0000,27.5000,,0.0000,36000.0000,63.3300,62.9400,0.9300,2021-92
10% Ni/CeO2 eMgO,0.3330,800.0000,10.0000,5.0000,31.9000,0.2500,35.6000,758.0000,26.5000,,0.0000,36000.0000,87.1430,89.8500,0.9780,2021-92
15% Ni/CeO2 eMgO,0.3330,800.0000,15.0000,5.0000,25.3000,0.2200,35.3000,748.0000,26.4000,,0.0000,36000.0000,89.5200,93.9000,0.9300,2021-92
20% Ni/CeO2 eMgO,0.3330,800.0000,20.0000,5.0000,25.1000,0.1600,30.3000,745.0000,26.9000,,0.0000,36000.0000,93.3300,85.7870,1.1530,2021-92
5% Ni/CeO2 eMgO,0.3330,800.0000,5.0000,5.0000,30.1000,0.2400,45.2000,770.0000,27.5000,,0.0000,36000.0000,91.4290,92.8930,0.9500,2021-92
10% Ni/CeO2 eMgO,0.3330,800.0000,10.0000,5.0000,31.9000,0.2500,35.6000,758.0000,26.5000,,0.0000,36000.0000,94.7600,92.9000,1.0200,2021-92
15% Ni/CeO2 eMgO,0.3330,800.0000,15.0000,5.0000,25.3000,0.2200,35.3000,748.0000,26.4000,,0.0000,36000.0000,98.1000,97.9000,0.9700,2021-92
20% Ni/CeO2 eMgO,0.3330,800.0000,20.0000,5.0000,25.1000,0.1600,30.3000,745.0000,26.9000,,0.0000,36000.0000,98.1000,92.9000,1.0200,2021-92
CeO2@Ni/SiO2,0.2500,700.0000,9.2000,12.0000,11.7410,0.3270,26.5000,355.0000,12.2000,,1.1200,96000.0000,53.2000,71.5000,0.7800,2021-99
Ni-CeO2/SiO2,0.2500,700.0000,9.6000,12.0000,11.7410,0.3270,23.5000,338.0000,13.2000,,1.1200,96000.0000,45.8000,62.2430,0.7300,2021-99
CeO2@Ni/SiO2,0.2500,700.0000,9.2000,24.0000,11.7410,0.3270,26.5000,355.0000,12.2000,,1.1200,96000.0000,51.6000,69.4000,0.7600,2021-99
Ni-CeO2/SiO2,0.2500,700.0000,9.6000,24.0000,11.7410,0.3270,23.5000,338.0000,13.2000,,1.1200,96000.0000,38.7100,58.5000,0.7000,2021-99
5.8 wt%Ni/HTASAO5,0.5000,600.0000,5.8000,10.0000,13.2000,0.2300,71.5000,447.4000,10.0000,,0.0000,12000.0000,44.7000,48.0000,0.6940,2021-102
8.2 wt%Ni/HTASAO5,0.5000,600.0000,8.2000,10.0000,13.1000,0.2200,70.3000,510.0000,17.0000,,0.0000,12000.0000,43.0000,46.2000,0.6920,2021-102
10Ni-ZSM,0.3330,700.0000,10.0000,20.0000,7.2000,0.2650,339.0000,624.4000,20.4000,,0.0000,144000.0000,24.0000,36.0000,0.5900,2021-110
5Mn10Ni-ZSM,0.3330,700.0000,10.0000,20.0000,7.2000,0.1890,286.0000,624.4000,20.9000,,1.5500,144000.0000,13.0000,22.0000,0.6200,2021-110
10Mn10NiZSM,0.3330,700.0000,10.0000,20.0000,8.5000,0.1920,241.0000,624.4000,28.0000,,1.5500,144000.0000,17.0000,29.0000,0.6000,2021-110
15Mn10NiZSM,0.3330,700.0000,10.0000,20.0000,9.6000,0.1190,209.0000,624.4000,29.0000,,1.5500,144000.0000,16.0000,2.0000,0.5620,2021-110
10Ni-NH4-Y,0.3330,700.0000,10.0000,20.0000,7.0000,0.4690,676.0000,624.4000,20.4000,,0.0000,144000.0000,22.0000,35.0000,0.5520,2021-110
5Mn10NiNH4-Y,0.3330,700.0000,10.0000,20.0000,7.7000,0.3720,600.0000,624.4000,16.6000,,1.5500,144000.0000,23.0000,34.0000,0.5660,2021-110
10Mn10NiNH4-Y,0.3330,700.0000,10.0000,20.0000,7.8000,0.2520,508.0000,624.4000,15.0000,,1.5500,144000.0000,23.0000,33.0000,0.6430,2021-110
15Mn10NiNH4-Y,0.3330,700.0000,10.0000,20.0000,7.2000,0.1990,443.0000,624.4000,28.0000,,1.5500,144000.0000,8.0000,13.0000,0.6950,2021-110
10Ni--Y,0.3330,700.0000,10.0000,20.0000,8.5000,0.1990,636.0000,624.4000,35.9000,,0.0000,144000.0000,25.0000,34.0000,0.5890,2021-110
10Mn10Ni-Y,0.3330,700.0000,10.0000,20.0000,12.0000,0.0070,403.0000,624.4000,34.5000,,1.5500,144000.0000,4.0000,10.0000,0.0000,2021-110
10Ni-ZSM,0.3330,700.0000,10.0000,0.5000,7.2000,0.2650,339.0000,624.4000,20.4000,,0.0000,144000.0000,67.0000,62.0000,0.9100,2021-110
5Mn10Ni-ZSM,0.3330,700.0000,10.0000,0.5000,7.2000,0.1890,286.0000,624.4000,20.9000,,1.5500,144000.0000,24.0000,37.0000,0.5500,2021-110
10Mn10NiZSM,0.3330,700.0000,10.0000,0.5000,8.5000,0.1920,241.0000,624.4000,28.0000,,1.5500,144000.0000,23.0000,34.0000,0.5500,2021-110
15Mn10NiZSM,0.3330,700.0000,10.0000,0.5000,9.6000,0.1190,209.0000,624.4000,29.0000,,1.5500,144000.0000,25.0000,40.0000,0.5060,2021-110
10Ni-NH4-Y,0.3330,700.0000,10.0000,0.5000,7.0000,0.4690,676.0000,624.4000,20.4000,,0.0000,144000.0000,40.0000,56.0000,0.5720,2021-110
5Mn10NiNH4-Y,0.3330,700.0000,10.0000,0.5000,7.7000,0.3720,600.0000,624.4000,16.6000,,1.5500,144000.0000,35.0000,54.0000,0.5260,2021-110
10Mn10NiNH4-Y,0.3330,700.0000,10.0000,0.5000,7.8000,0.2520,508.0000,624.4000,15.0000,,1.5500,144000.0000,49.0000,56.0000,0.7320,2021-110
15Mn10NiNH4-Y,0.3330,700.0000,10.0000,0.5000,7.2000,0.1990,443.0000,624.4000,28.0000,,1.5500,144000.0000,24.0000,36.0000,0.5060,2021-110
10Ni--Y,0.3330,700.0000,10.0000,0.5000,8.5000,0.1990,636.0000,624.4000,35.9000,,0.0000,144000.0000,37.0000,53.0000,0.5300,2021-110
10Mn10Ni-Y,0.3330,700.0000,10.0000,0.5000,12.0000,0.0070,403.0000,624.4000,34.5000,,1.5500,144000.0000,4.4000,3.0000,0.0000,2021-110
Ni/SiO2,0.3000,750.0000,3.9600,10.0000,11.5000,0.4500,153.8000,750.0000,4.0000,,0.0000,60000.0000,24.0000,52.2200,0.3500,2021-111
0.2Cu-Ni/SiO2,0.3000,750.0000,3.9500,10.0000,11.6000,0.7300,227.9000,750.0000,4.2000,,1.9000,60000.0000,74.6370,82.2200,0.8400,2021-111
0.5Cu-Ni/SiO2,0.3000,750.0000,3.9500,10.0000,11.6000,0.5600,194.4000,750.0000,5.1000,,1.9000,60000.0000,80.0000,84.4400,0.8770,2021-111
1.5Cu-Ni/SiO2,0.3000,750.0000,3.9700,10.0000,12.8000,0.7100,180.5000,350.0000,6.1000,,1.9000,60000.0000,61.3300,72.7800,0.7380,2021-111
0.2Cu-Ni/SiO2,0.3000,750.0000,3.9500,20.0000,11.6000,0.7300,227.9000,750.0000,4.2000,,1.9000,60000.0000,62.0000,75.5600,0.7700,2021-111
0.5Cu-Ni/SiO2,0.3000,750.0000,3.9500,20.0000,11.6000,0.5600,194.4000,750.0000,5.1000,,1.9000,60000.0000,76.0000,86.6600,0.8770,2021-111
1.5Cu-Ni/SiO2,0.3000,750.0000,3.9700,20.0000,12.8000,0.7100,180.5000,350.0000,6.1000,,1.9000,60000.0000,56.0000,68.8900,0.7080,2021-111
0.2Cu-Ni/SiO2,0.3000,750.0000,3.9500,30.0000,11.6000,0.7300,227.9000,750.0000,4.2000,,1.9000,60000.0000,58.7000,70.5600,0.8000,2021-111
0.5Cu-Ni/SiO2,0.3000,750.0000,3.9500,30.0000,11.6000,0.5600,194.4000,750.0000,5.1000,,1.9000,60000.0000,76.0000,83.3300,0.8460,2021-111
1.5Cu-Ni/SiO2,0.3000,750.0000,3.9700,40.0000,12.8000,0.7100,180.5000,350.0000,6.1000,,1.9000,60000.0000,51.3300,63.8900,0.6150,2021-111
0.2Cu-Ni/SiO2,0.3000,750.0000,3.9500,40.0000,11.6000,0.7300,227.9000,750.0000,4.2000,,1.9000,60000.0000,56.0000,68.8900,0.6850,2021-111
0.5Cu-Ni/SiO2,0.3000,750.0000,3.9500,40.0000,11.6000,0.5600,194.4000,750.0000,5.1000,,1.9000,60000.0000,76.0000,84.4400,0.8540,2021-111
1.5Cu-Ni/SiO2,0.3000,750.0000,3.9700,40.0000,12.8000,0.7100,180.5000,350.0000,6.1000,,1.9000,60000.0000,48.0000,60.0000,0.5850,2021-111
10Ni/Al,0.1670,650.0000,10.0000,10.0000,1.3000,0.0410,24.0000,500.0000,17.4000,,0.0000,30000.0000,38.9800,59.2300,0.5660,2021-112
10Ni2Sn/Al,0.1670,650.0000,7.0000,10.0000,1.1000,0.0700,25.0000,710.0000,40.2000,,1.9600,30000.0000,42.2000,45.9000,0.6320,2021-112
10Ni/Al,0.1670,650.0000,10.0000,20.0000,1.3000,0.0410,24.0000,500.0000,17.4000,,0.0000,30000.0000,30.5100,51.1000,0.4560,2021-112
10Ni2Sn/Al,0.1670,650.0000,7.0000,20.0000,1.1000,0.0700,25.0000,710.0000,40.2000,,1.9600,30000.0000,36.9340,38.4500,0.5500,2021-112
Ni@ZrO2-SiZr-4.1,0.3330,800.0000,3.9800,50.0000,3.0000,0.4100,152.0000,659.0000,7.3000,13.8000,0.0000,72000.0000,70.7000,82.2000,0.7900,2021-114
Ni@ZrO2-SiZr-5.1,0.3330,800.0000,0.8000,50.0000,3.0000,0.4200,171.0000,659.0000,8.1000,12.7000,0.0000,72000.0000,83.3000,90.5000,0.8200,2021-114
Ni@ZrO2-SiZr-6.1,0.3330,800.0000,3.2100,50.0000,3.0000,0.4100,170.0000,670.0000,9.1000,12.1000,0.0000,72000.0000,82.6000,90.0000,0.8100,2021-114
Ni@ZrO2-SiZr-7.7,0.3330,800.0000,2.5900,50.0000,3.8000,0.4300,174.0000,659.0000,5.1000,21.6000,0.0000,72000.0000,90.6000,94.8000,0.8100,2021-114
Ni@ZrO2-SiZr-4.1,0.3330,800.0000,3.9800,50.0000,3.0000,0.4100,152.0000,659.0000,7.3000,13.8000,0.0000,72000.0000,73.7500,84.5000,0.7900,2021-114
Ni@ZrO2-SiZr-5.1,0.3330,800.0000,0.8000,50.0000,3.0000,0.4200,171.0000,659.0000,8.1000,12.7000,0.0000,72000.0000,83.0000,90.5000,0.8200,2021-114
Ni@ZrO2-SiZr-6.1,0.3330,800.0000,3.2100,50.0000,3.0000,0.4100,170.0000,670.0000,9.1000,12.1000,0.0000,72000.0000,82.5000,89.7000,0.8250,2021-114
Ni@ZrO2-SiZr-7.7,0.3330,800.0000,2.5900,50.0000,3.8000,0.4300,174.0000,659.0000,5.1000,21.6000,0.0000,72000.0000,90.4600,94.0000,0.8200,2021-114
Ni/MgAl2O4 ,0.2000,450.0000,10.6000,2.5000,8.7100,0.6100,282.3400,789.0000,13.0000,37.0000,0.0000,30000.0000,6.0000,11.0000,0.6000,2021-116
Ni-K/MgAl2O4 ,0.2000,450.0000,10.1000,2.5000,8.7100,0.6100,282.3400,789.0000,19.0000,0.5000,0.8200,30000.0000,1.0000,2.0000,0.3500,2021-116
Ni/MgAl2O4 ,0.2000,550.0000,10.6000,2.5000,8.7100,0.6100,282.3400,789.0000,13.0000,37.0000,0.0000,30000.0000,31.0000,37.0000,1.0000,2021-116
Ni-K/MgAl2O4 ,0.2000,550.0000,10.1000,2.5000,8.7100,0.6100,282.3400,789.0000,19.0000,0.5000,0.8200,30000.0000,10.0000,19.0000,0.5450,2021-116
Ni/MgAl2O4 ,0.2000,650.0000,10.6000,2.5000,8.7100,0.6100,282.3400,789.0000,13.0000,37.0000,0.0000,30000.0000,68.0000,59.0000,1.1330,2021-116
Ni-K/MgAl2O4 ,0.2000,650.0000,10.1000,2.5000,8.7100,0.6100,282.3400,789.0000,19.0000,0.5000,0.8200,30000.0000,38.0000,55.0000,0.8020,2021-116
Ni/MgAl2O4 ,0.2000,750.0000,10.6000,2.5000,8.7100,0.6100,282.3400,789.0000,13.0000,37.0000,0.0000,30000.0000,90.0000,72.0000,1.1400,2021-116
Ni-K/MgAl2O4 ,0.2000,750.0000,10.1000,2.5000,8.7100,0.6100,282.3400,789.0000,19.0000,0.5000,0.8200,30000.0000,71.0000,82.0000,1.0150,2021-116
Ni/LaAlO3,0.2500,700.0000,10.0000,5.0000,27.0000,0.0660,8.6000,320.0000,12.7000,,0.0000,96000.0000,45.2000,60.5000,0.7450,2021-117
Ni/La0.8Mg0.2AlO2.9,0.2500,700.0000,10.0000,5.0000,39.3000,0.1200,18.5000,348.0000,8.7000,,0.0000,96000.0000,74.1000,83.1000,0.8420,2021-117
Ni–ZrOx,0.1000,700.0000,10.0000,1.6670,1.9000,0.2000,113.0000,610.0000,12.0000,,0.0000,48000.0000,84.0000,84.9000,0.9800,2021-119
Ni–Mn–ZrOx,0.1000,700.0000,10.0000,1.6670,1.6000,0.1200,103.0000,610.0000,29.0000,,1.5500,48000.0000,86.0000,85.4000,0.9500,2021-119
Ni–ZrOx,0.1000,700.0000,10.0000,5.0000,1.9000,0.2000,113.0000,610.0000,12.0000,,0.0000,48000.0000,82.0000,84.0000,0.9700,2021-119
Ni–Mn–ZrOx,0.1000,700.0000,10.0000,5.0000,1.6000,0.1200,103.0000,610.0000,29.0000,,1.5500,48000.0000,95.8000,91.0000,0.9600,2021-119
Ni–ZrOx,0.1000,700.0000,10.0000,8.0000,1.9000,0.2000,113.0000,610.0000,12.0000,,0.0000,48000.0000,82.0000,82.9000,0.9700,2021-119
Ni–Mn–ZrOx,0.1000,700.0000,10.0000,8.0000,1.6000,0.1200,103.0000,610.0000,29.0000,,1.5500,48000.0000,97.1000,93.5000,0.9600,2021-119
Ni/NC,0.5000,750.0000,10.0000,5.0000,5.1400,0.0950,23.2100,390.0000,14.1800,,0.0000,30000.0000,39.8460,51.3300,0.4000,2021-130
Ni/NC-T,0.5000,750.0000,10.0000,5.0000,5.7000,0.2440,90.4760,486.0000,11.7400,,0.0000,30000.0000,41.2820,53.5000,0.4100,2021-130
Ni/NC-M,0.5000,750.0000,10.0000,5.0000,5.7000,0.2110,72.0240,407.0000,16.1400,,0.0000,30000.0000,41.0000,52.8000,0.4200,2021-130
Ni/NC-A,0.5000,750.0000,10.0000,5.0000,5.7000,0.2200,68.4520,385.8000,20.7500,,0.0000,30000.0000,25.4870,34.1000,0.3500,2021-130
Ni/NC,0.5000,750.0000,10.0000,10.0000,5.1400,0.0950,23.2100,390.0000,14.1800,,0.0000,30000.0000,37.3300,49.5380,0.3850,2021-130
Ni/NC-T,0.5000,750.0000,10.0000,10.0000,5.7000,0.2440,90.4760,486.0000,11.7400,,0.0000,30000.0000,36.9740,48.8200,0.4000,2021-130
Ni/NC-M,0.5000,750.0000,10.0000,10.0000,5.7000,0.2110,72.0240,407.0000,16.1400,,0.0000,30000.0000,33.0260,43.4400,0.3750,2021-130
Ni/NC-A,0.5000,750.0000,10.0000,10.0000,5.7000,0.2200,68.4520,385.8000,20.7500,,0.0000,30000.0000,22.2560,31.3210,0.3130,2021-130
5Ni100Al,0.4290,700.0000,5.0000,7.6670,12.4000,0.6400,185.6000,740.0000,4.0000,,0.0000,42000.0000,50.2000,67.0000,0.8560,2021-133
5Ni10La90Al,0.4290,700.0000,5.0000,7.6670,12.2000,0.5500,161.7000,773.0000,4.0000,,0.0000,42000.0000,55.8600,71.8200,0.8950,2021-133
5Ni15La85Al,0.4290,700.0000,5.0000,7.6670,12.9000,0.6100,162.2000,756.0000,4.0000,,0.0000,42000.0000,61.5000,74.8500,0.9850,2021-133
